,Unnamed: 0,Unnamed: 0.1,Text,Date,Favorites,Retweets,Tweet ID,sentiment,pos_pct,neg_pct
0,0,0,Mutiny Breaks Out Inside The World's Most Successful Hedge Fund Over Donald Trump | Zero Hedge http://crwd.fr/2mqjLBs ,2017-03-07 15:28:03,0,0,839256359535280128,"{'neg': 0.0, 'neu': 0.786, 'pos': 0.214, 'compound': 0.624}",0.100727611297,0.0484499465499
1,1,1,"Donald Trump’s wall will be big, beautiful ... and ‘see-through’? http://www.dailykos.com/story/2017/3/7/1641086/-Donald-Trump-s-wall-will-be-big-beautiful-and-see-through …",2017-03-07 14:56:49,0,0,839248501670305792,"{'neg': 0.0, 'neu': 0.719, 'pos': 0.281, 'compound': 0.5994}",0.100727611297,0.0484499465499
2,2,2,#Hacker #KimDotcom on #Wikileaks CIA Documents: Donald Trump Was Spied on 24-7 with His Phone http:/... https://gab.ai/Katskan/posts/5900438 …,2017-03-07 14:20:14,0,0,839239294531207169,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.100727611297,0.0484499465499
3,3,3,#Hacker #KimDotcom on #Wikileaks CIA Documents: Donald Trump Was Spied on 24-7 with His Phone http://www.thegatewaypundit.com/2017/03/hacker-kim-dotcom-wikileaks-cia-documents-donald-trump-spied-24-7-phone/ …,2017-03-07 14:19:51,0,0,839239197571616769,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.100727611297,0.0484499465499
4,4,4,Donald Trump’s greatest allies are the liberal elites http://www.nationofchange.org/2017/03/07/donald-trumps-greatest-allies-liberal-elites/ … via @NationofChange,2017-03-07 14:13:45,0,0,839237663420997636,"{'neg': 0.0, 'neu': 0.704, 'pos': 0.296, 'compound': 0.6369}",0.100727611297,0.0484499465499
5,5,5,Congress Can Remove Donald Trump From Office Without Impeaching Him - TIME more garbage from DEMS https://apple.news/AnnJHVXHgSki-OVHFJiX61A …,2017-03-07 12:21:07,0,0,839209318583046146,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.100727611297,0.0484499465499
6,6,6,"#Wikileaks
https://youtu.be/XevYDFKBJYE 
#donaldtrump #startrek #election #Hillary",2017-03-07 12:18:19,0,1,839208612547465222,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.100727611297,0.0484499465499
7,7,7,"@realDonaldTrump 
Assface, great job on healthcare
U r an idiot
https://youtu.be/XevYDFKBJYE 
#donaldtrump#startrek#election#Hillary",2017-03-07 09:34:15,1,1,839167321407127553,"{'neg': 0.214, 'neu': 0.519, 'pos': 0.266, 'compound': 0.2023}",0.100727611297,0.0484499465499
8,8,8,"Majority View Establishment Media as 'Opposition Party' to Donald Trump, Says Poll - Breitbart http://www.breitbart.com/big-government/2017/03/06/poll-media-opposition-party-donald-trump/ …",2017-03-07 09:02:17,0,0,839159280385261569,"{'neg': 0.0, 'neu': 0.828, 'pos': 0.172, 'compound': 0.4019}",0.100727611297,0.0484499465499
9,9,9,"@SouthKoreaDaily
@southkoreaTrend
@southkoreanews
https://youtu.be/XevYDFKBJYE 
#donaldtrump #startrek #election #Hillary",2017-03-07 07:18:45,0,1,839133223900835840,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.100727611297,0.0484499465499
10,10,10,"@ChinaDailyUSA
@XHNews
@PDChina
@ReutersChina
https://youtu.be/XevYDFKBJYE 
#donaldtrump #startrek #election #Hillary",2017-03-07 07:17:07,0,1,839132814364798978,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.100727611297,0.0484499465499
11,11,11,"@BuzzFeed
@BuzzFeedNews
@BuzzFeedUK
@BuzzFeedIndia
@BuzzFeedPol
@BuzzFeedOz
https://youtu.be/XevYDFKBJYE 
#donaldtrump #startrek #election",2017-03-07 07:12:33,0,1,839131663590375425,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.100727611297,0.0484499465499
12,12,12,"@politico
@POLITICOEurope
@POLITICOMag
https://youtu.be/XevYDFKBJYE 
#donaldtrump #startrek #election #Hillary",2017-03-07 07:10:47,0,1,839131218595758080,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.100727611297,0.0484499465499
13,13,13,"#vault7 Let's see how long it takes Donald Trump to declare Wikileaks ""fake news"".",2017-03-07 07:07:49,0,0,839130471976042496,"{'neg': 0.193, 'neu': 0.807, 'pos': 0.0, 'compound': -0.4767}",0.100727611297,0.0484499465499
14,14,14,"#Maddow
https://youtu.be/XevYDFKBJYE 
#donaldtrump #startrek #election #Hillary",2017-03-07 07:02:51,0,1,839129223633768448,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.100727611297,0.0484499465499
15,15,15,"#kremlingate
https://youtu.be/XevYDFKBJYE 
#donaldtrump #startrek #election #Hillary",2017-03-07 07:02:09,0,1,839129045170274306,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.100727611297,0.0484499465499
16,16,16,"#GITMO
https://youtu.be/XevYDFKBJYE 
#donaldtrump #startrek #election #Hillary",2017-03-07 07:00:26,0,1,839128614276853760,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.100727611297,0.0484499465499
17,17,17,"#NationalPancakeDay
https://youtu.be/XevYDFKBJYE 
#donaldtrump #startrek #election #Hillary",2017-03-07 06:59:51,1,1,839128467031617537,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.100727611297,0.0484499465499
18,18,18,Congress Can Remove Donald Trump From Office Without Impeaching Him - TIME give #DontheCon the #25thAmendment https://apple.news/AnnJHVXHgSki-OVHFJiX61A …,2017-03-07 06:52:36,0,0,839126643755012097,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.100727611297,0.0484499465499
19,19,19,Donald Trump promised to wipe out Isis – perhaps he already has ... https://www.theguardian.com/world/commentisfree/2017/mar/05/trump-promised-to-wipe-out-isis-perhaps-he-already-has-?CMP=Share_iOSApp_Other …,2017-03-07 06:46:21,0,0,839125070274576384,"{'neg': 0.0, 'neu': 0.828, 'pos': 0.172, 'compound': 0.3612}",0.100727611297,0.0484499465499
20,20,20,I liked a @YouTube video http://ln.is/www.youtube.com/Q2fgn … Media Question President Donald Trump's Mental Stability | The Last Word | MSNBC,2017-03-07 06:32:58,0,0,839121699765370880,"{'neg': 0.0, 'neu': 0.833, 'pos': 0.167, 'compound': 0.4215}",0.100727611297,0.0484499465499
21,21,21,"""I'd like to make myself believe, that planet earth turns slowly, it's hard to say that I'd rather stay awake when I'm asleep"" -Donald Trump",2017-03-06 19:28:57,4,1,838954594881384452,"{'neg': 0.052, 'neu': 0.855, 'pos': 0.093, 'compound': 0.2732}",0.100727611297,0.0484499465499
22,22,22,"@mensaandproud @RT_com ""Catholic"" guilt? Because you serve only Donald Trump instead of God?!",2017-03-06 18:35:20,0,0,838941104275865601,"{'neg': 0.187, 'neu': 0.813, 'pos': 0.0, 'compound': -0.4122}",0.100727611297,0.0484499465499
